en_query,cs_query
Repeat the last song .,pichla gana fir se chalaye
i want to listen to ac / dc on pandora,Mai pandora par ac / dc ko sunna chahta hu
Make a video message for Carl for his birthday .,Carl ke birthday ke liye ek video message banaye
Please create a new alarm for tomorrow night for dinner .,kal raat ke dinner ke liye naya alarm create kare please
Will a jacket sufficient for today ' s weather ?,kya aaj ke mousam ke liye ek jacket sufficient hai ?
When is the next predicted hurricane in the US,US me agla predicted hurricane kab aane wala hai
Message Linda to pick up the cake at the bakery on Thursday,Linda ko message karo thursday ke din bakery se cake pick up karne ke liye
How is the traffic heading towards Philadelphia if I leave the beach in 20 minutes,Agar mai beach se 20 minutes me nikal jaoon to Philadelphia jaate samay traffic kaisa hoga
Tell Joey I had a good time yesterday .,Joey ko bolo ki I had a good time yesterday .
Repeat alarm every monday 06 am,har monday subah 6 baje alarm ko repeat kare
Show me today ' s weather for Cuba .,Cuba ke liye mujhe aaj ka mausam dikhao
New alarms please at 8 : 30 am and 9 : 30 am .,Please subha 8 : 30 aur 9 : 30 baje ko naye alarms .
Create a repeating alarm for 6 am and 6 pm please,Please 6 am and 6 pm ke liye ek repeating alarm create kare
remind me to pay my phone bill on 8 / 1,8 / 1 ko mujhe mera phone bill pay karne ke liye yaad dilaayen
Remind me every month to pay my credit card starting three days from now,mujhe har mahine abse teen din baad se mujhe apna credit card pay karne ke liye yaad dilaye
Update reminder for Kyoto to osaka travel date . Change according to new schedule .,Kyoto se osaka travel date tak reminder update kare . naye schedule ke according badlein .
What is the forecast for my birthday party ?,meri birthday party ke liye kya forecast hai ?
How long will it take me to reach school if I leave from here right now ?,Agar mai abhi yaha se nikal jaoon to mujhe school pahunchne me kitna samay lagega ?
Will it rain in Disney World today ?,kya aaj Disney World me baarish hogi ?
Play all of the Spice Girls albums,sarey Spice Girls albums play kare
What texts do I have from Mike ?,Mere paas Mike ki taraf se kya texts hai ?
What freeway should I take if I want to have the quickest route to home ?,agar mujhe ghar ke liye sabse tez rasta chahiye toh mujhe konsa freeway lena chahiye
Is there a weather warning for my area ?,kya mere area ke liye koi weather warning hai ?
Skip to the next song,agle song par jaayen
Message my brother and let him know the birthday dinner starts at 6 pm .,mere bhai ko message karo aur bolo ke birthday dinner sham 6 baje shuru hota hai
play me classical music please,please mere liye classical music bajayen
Show messages from the alumni thread,alumni thread ke messages batao
Set a morning alarm for 6 am,Subha 6 baje ke liye morning alarm set karen
What is the record high temperature this year,is saal ka high temperature record kya hai
Remove alarm to take birth control .,birth control lene ke alarm ko hatado
Show me reminders of lunch plans this week .,mujhe is hafte ke lunch plans ke reminders dikhaye
Alarm on for Wednesday at 8 am,wednesday subah 8 baje ke liye alarm on hai
Message Mom about her appointments .,Mom ko message karo about her appointments
"Please tell me the distance from Bay Minette , AL to Nashville , TN","please mujhe Bay Minette , AL se Nashville , TN tak ka distance bole"
Show me the most recents texts from my brother,mujhe mere bhai ke most recents texts dikhaye
Art festivals for 2018,2018 ke liye Art festivals
anything I would like happening in Detroit,kuch bhi jo mai Detroit me karna chahunga
Message girlfriend i just see a new CK High Top trainers shoes you would like .,girlfriend ko message karo ki \ \ n i just see a new CK High Top trainers shoes you would like
Delete my weekly reminder for spinning class .,spinning class ke liye mere weekly reminder ko delete karo
Fun stuff in Harvard Square next month,agley mahine Harvard Square mei fun stuff
play Don ' t Believe A Word,Don ' t Believe A Word ko play karo
How long did I work out for,maine kitne samay tak work out kiya
set a reminder to do my laundry,meri laundry karne ke liye ek reminder set karo
Help me understand what the weather will be like at 3 pm,dopaher 3 baje mousam kaisa hoga ye samjhne me meri madad kare
Is traffic heavy near the beach,kya beach ke aas pas traffic bhari hai
Set up an alarm for Tuesdays at 9 am,Tuesdays ko subah 9 bajhe ke liye alarm set kare
How long will it take me to get to Michelle ' s house if I leave here in 20 minutes ?,agar mai 20 minutes me yaha se nikal jau toh mujhe Michelle ke ghar pahunchne me kitna samay lagega ?
Change my alarm of 3 pm to 5 pm .,mere 3 pm ke alarm ko 5 pm me badle
I want to listen to all Beyonce songs,mai Beyonce ke sabhi songs sunna chahta hoon
what is the traffic driving from CT to NYC,CT se NYC ki oor driving traffic kaisa hai
remind everett at 6 pm to take his vitamins,everett ko 6 pm ko uske vitamins lene ke liye yaad dilaye
is the traffic moving slow,kya traffic slow move horaha hai
will the traffic be bad around the arena tonight,kya aaj raat arena ke aas pas traffic kharab hoga
can you set up a reminder about car oil change appointment on sunday august 5th 2018 at 8 am .,kya ap car oil change appointment reminder set up kar sakte hai on sunday august 5th 2018 at 8 am
Delete last alarm set,last alarm set delete kare
Can I see the temperture in Celsius please,kya mai Celsius mei temperature dekh sakta hoon please
are the roads busy,kya roads busy hai
what ' s the current weather in Sydney ?,Sydney mei current weather kya hai ?
Change my 7 : 00 pm Friday alarm to 6 : 00 am the next day,mere 7 : 00 pm Friday ke alarm ko agley din 6 : 00 am mein badlein
How much time is left on my 90 minute timer,mere 90 minute ke timer par kitna time bakhi hai
Tell Mason the 5K event will start at 7th street at 9 am .,Mason ko boliye ki the 5K event will start at 7th street at 9 am
How long would it take to get home,ghar pahuchne mei kitni der lagegi
"Can I get from here to Naperville , Illinois by 10 am ?","kya mai 10 am tak yaha se Naperville , Illinois pahuch sakta hoon ?"
How many miles between New Hope and Atlantic City,Atlantic City aur New Hope ke beech kitne miles hai
Remind me to pay the doctor .,mujhe doctor ko pay karne ke liye yaad dilaye
How hot will it be in Griffith Park at 8 AM today ?,aj 8 Am ko Griffith Park mein kitni garmi hone wali hai ?
Did they clear the snow on the main road to Livingston Center ?,kya Livingston Center jaane ke main road par unhone snow clear kia ?
If I leave Movie in the Park at 7 pm when will I get to Brunswick,agar mai Movie in the Park at 7 pm ko leave karta hoon toh mai Brunswick kab tak pahuchunga
I want to change the reminder to do the laundry to start on Wednesday and Saturday instead of Sunday and Tuesday .,mujhe laundry karne ka reminder change karna hai to start on Wednesday and Saturday instead of Sunday and Tuesday
Delete the reminder to take my final exams,final exams lene ke reminder ko delete kare
What alarms do I have tomorrow ?,mere paas kal kya reminders hai ?
any comedy shows this weekend in nyc,kya nyc mei is weekend koi comedy shows hai
Is there a severe thunderstorm watch going on in Wake county,kya wake country mei severe thunderstorm watch chal raha hai
How cold is it next week in Boston degree F,agley haftey Boston mein F degree mein kitni thand hone wali hai
What time do I need to leave to make it to san francisco by 7 am,mujhe kitne bajhe nikalna chahiye 7 am tak san francisco pahuchne ke liye
How long will it take me to reach the nearest gas station,mujhe the nearest gas station pahuchne mei kitni der lagegi
Set an alarm at 3 pm on May the 17th,May the 17th at 3pm ko alarm set kare
Can I listen to the 5th song on the album one more time ?,kya mai album par 5th song ek bar fir sun sakta hoon ?
are there any speed traps on this road,kya is road par koi speed traps hai
Is there a surf warning at the beach today,kya aj beach par surf warning hai
Delete that timer and start one for 30 minutes,us timer ko delete kare aur 30 minutes ke liye ek shuru kare
Is there heavy traffic in Toledo,kya Toledo mei heavy traffic hai
what is the lightest times for traffic on 540 in raleigh,raleigh mei 540 par traffic ke liye lightest times kya hai
Set alarm for every minute after 6 am,6 am ke baad har minute ke liye alarm set kare
message Katie that I am confirming my haircut appointment,Katie ko message karo ki I am confirming my haircut appointment
Remind me to pay the bills tomorrow .,mujhe kal bills pay karne ka yaad dilaye
What is the temperature going to be tommorrow ?,kal temperature kitna hone wala hai ?
Tell me what alarms I have set for Sunday ?,mujhe batao Sunday ke liye mere paas kya alarms set hai ?
remind me to check appointment log for baby,mujhe baby ke liye appointment log ko check karne ka yaad dilaye
Find songs by Stevie Nicks .,Stevie Nicks ke songs dhundo
what free events are happening in my areas this month,is mahiney mere area mei kya free events hone wale hai
Is traffic on I - 95 moving steadily,kya I - 95 par traffic steadily chal raha hai
Play creedence Clearwater revival .,creedence Clearwater revival bajaye
Set reminder alarm every 5 minutes for 1 hour,ek ghante ke liye har 5 minute mei reminder alarm set kare
Stop timer .,timer rokein
cancel my alarms for today,aj ke liye mere alarms cancel kare
Set twenty minute timer,twenty minute ka timer set kare
Set alarm for 6 : 50 am,6 : 50 am ke liye alarm lagaye
Remind me to go to the meeting next Wednesday at 4 pm,agley Wednesday at 4 pm mujhe meeting mei jane ke liye yaad dilaye
what time will the sun set,sun set kis time par hone wala hai
Cancel all reminders for the rest of this month .,rest of this month ke liye sarey reminders cancel kare
Check the weather for me,mere liye weather check kare
Remind me that I do not have money to travel,mujhe yaad dilao ki mere paas travel karne ke liye paise nae hai
Set alarm for 6 Am daily,roz 6 Am ke liye alarm lagao
Turn off this alarm .,is alarm ko band karo
Will I need an umbrella tomorrow ?,kya mujhe kal umbrella ki zarurat padegi ?
Love Drew ' s text about tomorrow,kal ke bare mei Love Drew ' s text
Stop the timer at intervals of 2 minutes,timer ko rokein at intervals of 2 minutes
change the song,song ko badlein
What is the temperature in Florida,Florida mei kitna temperature hai
New alarm for 3 pm please .,3 pm ke liye naya alarm please
Do I have any alarms set ?,kya mere paas koi alarms set hai ?
Send me driving directions via the 405 to San Diego .,mujhe 405 ke zariye San Diego tak ke driving directions bhejo
What was the snowfall today ?,aj ka snowfall kya tha ?
Set alarm every minute for 30 minutes .,30 minute ke liye har minute alarm set kare
How long would it take me to get to downtown Louisville,downtown Louisville tak pahuchne ke liye kitni der lagegi
play nickelback for me,mere liye nickelback bajaye
alarm for 7 am please,7 am ke liye alarm please
what is the distance between augusta and new york,new york aur augusta ke beech kitna distance hai
add five minutes to my current alarm,mere current alarm mei panch minute jodein
Delete reminder to get gas .,gas lane ka reminder delete kare
What is the traffic driving from home to Phoenix,Phoenix se ghar tak driving traffic kya hai
What ' s the weather outlook for the rest of this week ?,rest of this week ke liye weather outlook kya hai ?
How much snow predicted,kitna snow predict hua
Display my alarms set for Friday,Friday ke liye mere set alarms display kare
How long will it take me to drive from Scottsdale to Flagstaff,Scottsdale se Flagstaff tak drive karne mei mujhe kitni der lagegi
Ask Ben what the traffic is like,Ben ko puche what the traffic is like
What is today ' s high ?,today ' s high kya hai ?
Please play the sound track to Pitch Perfect 2,please sound track track bajaye to Pitch Perfect 2
What is the driving time from LA to Phoenix,LA se Phoenix tak ka driving time kya hai
will it be good skiing weather this weekend in Boulder,kya is weekend Boulder mei acha skiing weather hone wala hai
Send a message to my husband and ask him how late he thinks he \ u 2019 ll be,mere pati ko message karo aur pucho ki how late he thinks he \ u 2019 ll be
Tell me if there ' s anything to do in hardy,mujhe batao agr hardy mei kuch karne ke liye hai toh
Weather forecast . Sydney . 6 pm .,6 pm ke liye Sydney ke mausam ka forecast .
whats going on in miami this week,is haftey miami mei kya hone wala hai
Set my alarm for 10 : 00 AM,10 : 00 AM ke liye mera alarm set karo
change the conference reminder to tomorrow instead of today,conference reminder ko aaj ke bajaaye kal me badal do
